frame.time_epoch,frame.time_delta,ip.proto,ip.ttl,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.flags,tcp.seq,tcp.ack,tcp.len,tcp.window_size,tcp.options.mss,tcp.analysis.bytes_in_flight,udp.length,frame.len,label
1747142828.017606000,0.009586000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,296,63,14,5888,,14,,80,0
1747142828.017608000,0.000002000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0011,310,63,0,5888,,,,66,0
1747142828.017767000,0.000159000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0011,63,311,0,129648,,,,66,0
1747142828.017943000,0.000176000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0010,311,64,0,5888,,,,66,0
1747142907.010196000,78.992253000,17,64,10.7.7.4,10.7.7.255,,,138,138,,,,,,,,252,286,0
1747142907.010197000,0.000001000,17,64,10.7.7.4,10.7.7.255,,,138,138,,,,,,,,223,257,0
1747142966.875957000,59.865760000,17,64,10.7.7.5,10.7.7.3,,,68,67,,,,,,,,290,324,0
1747142966.880412000,0.004455000,17,255,10.7.7.3,10.7.7.5,,,67,68,,,,,,,,556,590,0
1747142971.913694000,5.033282000,,,,,,,,,,,,,,,,,42,0
1747142971.913821000,0.000127000,,,,,,,,,,,,,,,,,60,0
